gene_raw	rna_log2fc	rna_fdr	gene_name
UBA52P7	1.6861519969284833	4.11919696581808e-09	UBA52P7
KCNJ13	-2.042239820440411	4.138988492006586e-09	KCNJ13
BX255925.4	1.5207457513117602	4.171870254367449e-09	BX255925.4
AP001056.2	2.1396126520565684	4.197683110493977e-09	AP001056.2
LZTS1-AS1	3.0009979399856928	4.2516958340172315e-09	LZTS1-AS1
BX088651.4	1.0822621850405367	4.253402844885543e-09	BX088651.4
FGF14	1.1340125484221075	4.2650493239767685e-09	FGF14
AC114550.1	2.51124680410786	4.304879023666058e-09	AC114550.1
AC139783.1	1.9776317321771235	4.3113981972721114e-09	AC139783.1
AC020904.1	2.4091679894900406	4.328521877184009e-09	AC020904.1
AC004485.1	-1.5780308727725167	4.339094800664866e-09	AC004485.1
AC009955.4	1.5420945846365162	4.419373688790618e-09	AC009955.4
BTF3P7	1.1570323511753122	4.429793976460109e-09	BTF3P7
HOXB1	-2.3044233025009024	4.4325931576795035e-09	HOXB1
RPS6P8	2.700932221172364	4.4482411918702625e-09	RPS6P8
OR5AK4P	1.827630755965505	4.459481368201314e-09	OR5AK4P
AC113615.1	2.6619070478275098	4.4949118235662035e-09	AC113615.1
ROBO2	-1.053287436077709	4.4991524123917265e-09	ROBO2
AC138776.1	1.318317705140846	4.526318973675087e-09	AC138776.1
KRT7	-1.748369404716483	4.5376686074361395e-09	KRT7
PTPRD	-1.1935339599492556	4.576413189753643e-09	PTPRD
AL590434.1	-1.91054306104889	4.631840093427181e-09	AL590434.1
Z94160.1	2.5106174269731043	4.6403332491127024e-09	Z94160.1
AC009434.1	2.462057450780799	4.641223573487811e-09	AC009434.1
AC007014.2	1.4764261873357332	4.721831059444817e-09	AC007014.2
AC008147.3	1.7261722028079276	4.7626000275719705e-09	AC008147.3
GPRC5A	-1.4937239409254006	4.763251373903258e-09	GPRC5A
AC008937.2	1.6319580357208767	4.767235401134875e-09	AC008937.2
MIR202HG	2.362903309739039	4.785584629181335e-09	MIR202HG
SMIM41	2.0530158274759454	4.798095227001055e-09	SMIM41
RPLP0P2	-1.4174620774487747	4.807214933765116e-09	RPLP0P2
AC008438.2	2.9142336886626548	4.820474948325198e-09	AC008438.2
AL136320.1	2.7885471070536423	4.848882817028473e-09	AL136320.1
RPS26P21	1.73964294669788	4.853232932479156e-09	RPS26P21
NR5A1	2.3828311835159006	4.862153329490696e-09	NR5A1
VCX	1.9557952898584063	4.876161848725707e-09	VCX
PIP	2.6576214557375137	4.909662295873626e-09	PIP
AC008805.2	2.2836470256574213	4.9321433841266375e-09	AC008805.2
SLC38A4	-1.690762652011898	4.937031955971883e-09	SLC38A4
TP53AIP1	-1.4360850022670848	4.961248395107389e-09	TP53AIP1
RN7SL69P	3.216266981006932	4.961611626302377e-09	RN7SL69P
AL163192.1	1.92285275366676	4.9620286002798e-09	AL163192.1
RHOXF1P3	1.056886768753832	4.974821485117447e-09	RHOXF1P3
RPL10AP1	1.6943064005136508	5.008574231484087e-09	RPL10AP1
AL133492.1	2.383107804440578	5.039642784016411e-09	AL133492.1
MIR145	1.3301177487177944	5.047179060524492e-09	MIR145
AL591866.1	1.232448858945084	5.138963694896805e-09	AL591866.1
KRT18P40	2.37633727010782	5.141993432533351e-09	KRT18P40
AC079416.3	1.321440416293408	5.151007199133227e-09	AC079416.3
SLC27A2	-1.109789366489762	5.165039338796526e-09	SLC27A2
LINC02064	3.487410035337006	5.172123327128902e-09	LINC02064
AP005229.2	-3.604722927584976	5.189032580070345e-09	AP005229.2
PCP4	-2.457550776465748	5.2507695237523055e-09	PCP4
KCNS2	-1.3651906617756109	5.259721177216958e-09	KCNS2
LINC01498	2.458230453036813	5.268624035719751e-09	LINC01498
AC011451.4	1.297280066809246	5.275305244404339e-09	AC011451.4
MKRN2OS	-1.0255745701728574	5.288052554799154e-09	MKRN2OS
CYP2G1P	1.6042406050503135	5.308789830790764e-09	CYP2G1P
CALCA	-3.039964656998178	5.3125164673192974e-09	CALCA
RPL7P52	1.5918277372070184	5.352905384980096e-09	RPL7P52
NEUROG3	1.8910758984355065	5.391655285600436e-09	NEUROG3
AC002128.2	1.1404923476261506	5.392398975751785e-09	AC002128.2
LINC02507	1.873954104901928	5.401429925025728e-09	LINC02507
ETV4	-1.3214482337253055	5.404892854989026e-09	ETV4
IGHV2-70	1.866492054827112	5.417991030155055e-09	IGHV2-70
CYP4A22	-1.848034726829162	5.4220536807818864e-09	CYP4A22
AC064802.1	3.512272990894639	5.4421276209559245e-09	AC064802.1
AC073326.1	1.3938861603719117	5.443219590974841e-09	AC073326.1
HCN4	-1.3022335119943993	5.446433286164521e-09	HCN4
AC011481.3	1.076104951818299	5.496205211190019e-09	AC011481.3
RN7SL277P	2.7356724631892613	5.558343194732026e-09	RN7SL277P
AL513325.1	1.4481661677736108	5.5948198758683435e-09	AL513325.1
SPATA13-AS1	2.227036219699992	5.663311372979531e-09	SPATA13-AS1
AL158156.1	1.344590262004087	5.681451397988964e-09	AL158156.1
GALNTL5	3.0212024952782977	5.686482367851658e-09	GALNTL5
GCNT1P3	2.663788338194869	5.692051743817337e-09	GCNT1P3
LINC02112	2.190186642767893	5.692051743817337e-09	LINC02112
DSG3	2.3873106606919885	5.703033957747096e-09	DSG3
Z98885.1	1.83424824922796	5.716360316259211e-09	Z98885.1
PCDH11Y	-1.790612442003765	5.757614745277082e-09	PCDH11Y
AC100827.5	2.486404533750204	5.761458075411728e-09	AC100827.5
AC008781.1	1.0279670510613017	5.769081331767433e-09	AC008781.1
AC087379.2	-2.000941049583969	5.782205431604359e-09	AC087379.2
AC093675.2	2.0427243812234392	5.818063393937873e-09	AC093675.2
AC004490.1	2.186781254940802	5.831827542254464e-09	AC004490.1
RN7SKP68	-1.3613981712964118	5.887127780605546e-09	RN7SKP68
IL5	1.3163274803025191	5.899730890444905e-09	IL5
AP004609.1	1.5258665209455031	5.960738310022528e-09	AP004609.1
ADGRG7	2.0267479763333536	5.968718953993983e-09	ADGRG7
PGLYRP1	1.2625361109100546	5.986735437059864e-09	PGLYRP1
MIR200CHG	-2.8879194474176804	5.986735437059864e-09	MIR200CHG
H2AC14	2.9581297726973843	6.046295322136806e-09	H2AC14
AC105114.2	2.477452411190668	6.057839180639493e-09	AC105114.2
AC027796.3	1.9638752159786652	6.058252140194065e-09	AC027796.3
Z97353.2	1.2339853678166732	6.0586135548300945e-09	Z97353.2
RPL35AP9	2.19696336208204	6.060296781144131e-09	RPL35AP9
LINC01533	3.039267944075342	6.064355361280763e-09	LINC01533
AL136531.3	1.2790824351551102	6.064999119684105e-09	AL136531.3
RPL17P40	2.971010520794968	6.077965768784406e-09	RPL17P40
EGR4	-1.725866983965669	6.128171687094774e-09	EGR4
AP000569.1	1.1584814173340088	6.130331794017183e-09	AP000569.1
AC055758.2	2.903532213778592	6.155480335549831e-09	AC055758.2
AC100793.2	1.7294060626096377	6.155480335549831e-09	AC100793.2
AC103996.2	1.90535582364876	6.168680060951432e-09	AC103996.2
ITGB5-AS1	1.6506918081397464	6.203683793147949e-09	ITGB5-AS1
AC006529.1	2.8551778836106294	6.224332741830635e-09	AC006529.1
AL031432.2	1.2361523183576213	6.2816383653608e-09	AL031432.2
PIWIL3	1.874049584244844	6.285534926701414e-09	PIWIL3
AC098583.2	2.4390840314064848	6.3038247289974435e-09	AC098583.2
TUBG1P	1.292748766235097	6.335123501435649e-09	TUBG1P
VSNL1	-1.81212921962554	6.350553053654506e-09	VSNL1
RPEP4	2.290733002221744	6.370951391225814e-09	RPEP4
MAGEA3	4.061963192053031	6.378384011981991e-09	MAGEA3
ADGRA1	-2.4440515572616484	6.410977881803046e-09	ADGRA1
MTCYBP21	1.955341108618804	6.451735795723759e-09	MTCYBP21
OR10V2P	1.2973577427409075	6.498283691599349e-09	OR10V2P
RNA5SP118	1.831614596153587	6.516291011805422e-09	RNA5SP118
ST3GAL1P1	1.109529603249226	6.598595737525653e-09	ST3GAL1P1
PCDH11X	-1.89832109687776	6.635603206152266e-09	PCDH11X
DUX4L35	2.474828373686485	6.635603206152266e-09	DUX4L35
AC010680.2	1.1805130820100187	6.652303535927136e-09	AC010680.2
FLG2	1.391867250729384	6.662730315366991e-09	FLG2
AL121885.2	2.1029354419613355	6.681624724591821e-09	AL121885.2
AC137936.1	-1.1224427664569954	6.6878392757743044e-09	AC137936.1
AC091305.1	-1.8071028999779464	6.751090161000007e-09	AC091305.1
RPL30P4	1.287086634879873	6.801511021720207e-09	RPL30P4
AC011592.1	2.8592938540659394	6.811006582466585e-09	AC011592.1
NPY6R	1.1504121022743992	6.835310558707718e-09	NPY6R
LRRC37A17P	1.3603333973026135	6.862769890596014e-09	LRRC37A17P
H4C12	1.1634723655940262	6.875724411209461e-09	H4C12
IGKV1D-8	1.665839834002362	6.885902387461986e-09	IGKV1D-8
AL035420.1	1.028953545164346	6.942894814987665e-09	AL035420.1
IGKV1-6	1.704517190367416	7.017055883563621e-09	IGKV1-6
AC091304.2	-1.7633839187071787	7.022624012742385e-09	AC091304.2
RNA5SP37	1.0017465961636174	7.0343157005495135e-09	RNA5SP37
AL078596.1	3.732456181610308	7.049570304636136e-09	AL078596.1
TBPL2	2.42919433678243	7.061747564449613e-09	TBPL2
OR2H1	2.986009168282716	7.075285737046822e-09	OR2H1
AL691403.2	1.066844702766041	7.095450511300221e-09	AL691403.2
AC073941.1	-1.5911978689461403	7.155983801148833e-09	AC073941.1
SERPINA11	2.628023838969475	7.182055331294496e-09	SERPINA11
AL354811.1	1.1603292039531317	7.187222957597233e-09	AL354811.1
IGHV4-59	1.567579766910692	7.209266893782023e-09	IGHV4-59
AC018978.1	3.336842914950019	7.220883219824423e-09	AC018978.1
RN7SKP271	1.4294944905268254	7.242107333896282e-09	RN7SKP271
PPIAP29	1.2177641801546653	7.258402013813928e-09	PPIAP29
AL157895.1	1.0062503882454876	7.2821342597125795e-09	AL157895.1
LINC02278	1.184718751426462	7.345753428974526e-09	LINC02278
TMPRSS11F	2.3305219207203023	7.371155284145964e-09	TMPRSS11F
MIR3153	2.2623189531058303	7.42292676021863e-09	MIR3153
AL158212.2	1.1401242571621035	7.483002099297372e-09	AL158212.2
BSNDP2	1.7222165376153014	7.50134041802314e-09	BSNDP2
GDPD4	1.0675186969863133	7.568105945407488e-09	GDPD4
RPL21P32	1.538264487441276	7.572169924228821e-09	RPL21P32
IGKV3D-7	3.082409033942476	7.591153719514547e-09	IGKV3D-7
RNU6-277P	2.834455450965997	7.633898896478406e-09	RNU6-277P
AC022893.2	-2.29313657947215	7.64189246360709e-09	AC022893.2
POLR2KP1	1.26106299330728	7.698764566290004e-09	POLR2KP1
AL669983.1	1.4984287781953811	7.716992501991937e-09	AL669983.1
UPK1A	-1.371376940701657	7.777658322287431e-09	UPK1A
UHRF2P1	1.6326882082428116	7.79728977908649e-09	UHRF2P1
AL138847.1	1.86640311545944	7.815945538366651e-09	AL138847.1
AC079336.2	1.2591248052384951	7.856836651546868e-09	AC079336.2
NANOG	1.634106742295741	7.858316300416158e-09	NANOG
AC000065.1	1.0981428025071245	7.913372895745938e-09	AC000065.1
AC148477.3	-1.8534160601453489	7.96051817560058e-09	AC148477.3
AC016571.1	1.3223267860749817	8.018780899491517e-09	AC016571.1
GAL3ST2	-1.18945995674709	8.075712043445881e-09	GAL3ST2
CCR3	1.0998823311409045	8.116042665129829e-09	CCR3
CDC42P2	3.494955549590696	8.250724488085814e-09	CDC42P2
MTDHP4	2.0887446029857486	8.258283611518465e-09	MTDHP4
MEF2C-AS2	1.000521586653308	8.28509247259935e-09	MEF2C-AS2
TRAV28	3.5830293856144744	8.299563258598048e-09	TRAV28
TSPYL6	1.6463549767919663	8.344132431661432e-09	TSPYL6
KDELC1P1	2.112211996550117	8.382114274311837e-09	KDELC1P1
AP003973.2	-1.211122575214208	8.449636991299727e-09	AP003973.2
LINC02101	1.113870186773572	8.485908631725933e-09	LINC02101
AC090912.2	1.0931804379607544	8.524208817347006e-09	AC090912.2
AC004777.1	1.7589289109496875	8.527678942467744e-09	AC004777.1
AC091544.5	2.204768243743125	8.647877910435254e-09	AC091544.5
CHMP1B2P	-1.6139966670413757	8.650007367483762e-09	CHMP1B2P
ADRB1	-1.5004007007003737	8.681819040386054e-09	ADRB1
LINC00159	1.5978253503319295	8.693660449523086e-09	LINC00159
AC113189.3	1.4313645668524524	8.723603591441732e-09	AC113189.3
C1orf195	1.3736955882085595	8.7313650199246e-09	C1orf195
PABPN1P2	1.7673244367177774	8.74580899128794e-09	PABPN1P2
CNMD	1.9533247700832872	8.755683522099069e-09	CNMD
RN7SL745P	1.9380108534472384	8.775508933446854e-09	RN7SL745P
AC005906.2	2.27764875698541	8.78762639794667e-09	AC005906.2
AC011458.2	1.2948497123204057	8.805646186747955e-09	AC011458.2
LINC02805	1.1945108077358608	8.825517432646207e-09	LINC02805
AC023137.1	1.30239723005848	8.854472132297781e-09	AC023137.1
SULT1C4	1.043719251556719	8.958260426533507e-09	SULT1C4
ACTA2-AS1	1.0953647121346006	8.972601209959081e-09	ACTA2-AS1
AGXT2	-1.236243019845273	8.983224233777403e-09	AGXT2
RPL23AP83	1.6198204886260843	9.0610143730325e-09	RPL23AP83
RN7SL328P	2.178798527442327	9.068622568735037e-09	RN7SL328P
AC244250.1	-1.05977250983223	9.180679669683114e-09	AC244250.1
AC068768.1	1.114020389208174	9.183742893238441e-09	AC068768.1
IGLC6	2.035863299109232	9.1994534118047e-09	IGLC6
RPSAP36	1.1893623269426892	9.203261475185568e-09	RPSAP36
AC016745.1	1.4336319086418194	9.36694584097214e-09	AC016745.1
CPE	1.000951444399352	9.376959850711324e-09	CPE
TAS2R2P	-1.610050436055248	9.38451973168597e-09	TAS2R2P
AC018521.7	1.3876950415586278	9.409085766116316e-09	AC018521.7
ASCL3	-1.4521187628607488	9.427470482499424e-09	ASCL3
NPM2	-1.0190129330704225	9.483629051266709e-09	NPM2
RNU1-22P	1.602815541211138	9.492962870365046e-09	RNU1-22P
AC005034.2	1.0965331813644237	9.553543531109738e-09	AC005034.2
AC026310.1	2.089131701239694	9.5811066488016e-09	AC026310.1
KLHL6-AS1	1.2529215606281645	9.61057300356003e-09	KLHL6-AS1
NDUFA3P1	1.5726085344581675	9.690927231895226e-09	NDUFA3P1
AL137802.2	-1.0878262944822092	9.71250243877532e-09	AL137802.2
RNU6-595P	1.4720359014400717	9.734012247887245e-09	RNU6-595P
RDH10-AS1	-1.0759480790470717	9.781442459493781e-09	RDH10-AS1
AC106028.2	1.416290233801608	9.786971486419207e-09	AC106028.2
RAD51AP1P1	3.37878841807261	9.820050428480527e-09	RAD51AP1P1
AC009063.2	1.5985606595212856	9.842357836083104e-09	AC009063.2
CAMP	1.4098451630007616	9.895493108136068e-09	CAMP
RBPJL	1.77611299726491	9.906566828294765e-09	RBPJL
AC093627.2	-2.535218803563536	9.987024626621648e-09	AC093627.2
PKD1P5	1.2451225364551757	1.0109168316606682e-08	PKD1P5
AC009220.1	1.0599516846588388	1.0288125488371432e-08	AC009220.1
AL109923.1	2.189972255881646	1.0316312437104354e-08	AL109923.1
RBBP8P1	2.2347633929124653	1.0338782665363964e-08	RBBP8P1
AC005392.2	1.8202841889605117	1.0393443468175946e-08	AC005392.2
TRAV18	1.5890590561198066	1.0410472238585456e-08	TRAV18
RLBP1	2.5618703805320044	1.04454629721585e-08	RLBP1
IGKV3-20	1.629599389600002	1.046922108343974e-08	IGKV3-20
RPL36AP26	1.3106923333980742	1.0560257732942495e-08	RPL36AP26
Z97192.2	1.071438589925876	1.0583236805613728e-08	Z97192.2
EPHA6	1.3630419432304943	1.0739456741881413e-08	EPHA6
GLP1R	1.335175210819055	1.0742451511634263e-08	GLP1R
BDKRB2	-1.1634719241405629	1.0838001045209824e-08	BDKRB2
AL033381.2	1.4578553415390618	1.0859203296227529e-08	AL033381.2
SNORD53B	1.6299275816766974	1.09019464345137e-08	SNORD53B
RN7SL239P	1.6761962482246302	1.0909013537012749e-08	RN7SL239P
AC079354.2	1.883027276368556	1.092283406051843e-08	AC079354.2
AC104758.2	1.2019018050702843	1.0948923734441292e-08	AC104758.2
AC131009.2	2.740677141593427	1.0973218786125017e-08	AC131009.2
GPR22	-1.976626123217012	1.1024787903575092e-08	GPR22
AL589739.1	1.1605367370769133	1.1025304420211512e-08	AL589739.1
AC096564.1	1.4016538933821083	1.1035815185743326e-08	AC096564.1
CHD5	-1.5938217577704878	1.1053068197563937e-08	CHD5
ZIC3	-2.135798026454281	1.1131132182036686e-08	ZIC3
AREG	1.0992002726597103	1.114950040655036e-08	AREG
XKR4	-1.5956084175180911	1.1156723721947052e-08	XKR4
NLRP11	1.0191716974698437	1.1184896115318833e-08	NLRP11
AC008417.1	1.728363445086659	1.12366073981024e-08	AC008417.1
AC007731.3	2.516232730340229	1.1252537873362466e-08	AC007731.3
RN7SKP292	2.1918058631775765	1.1294447770017694e-08	RN7SKP292
LINC01287	1.5082893667375006	1.1351377070243641e-08	LINC01287
AC104333.3	1.071725620230365	1.1404022260594298e-08	AC104333.3
AC097372.2	1.1393265010965423	1.1538358447672006e-08	AC097372.2
AL669831.4	1.0078761845312998	1.1617530381990396e-08	AL669831.4
AC017006.2	2.1926151041106348	1.1632997114417677e-08	AC017006.2
AC007728.1	1.6134355879805822	1.1714820849555193e-08	AC007728.1
MIR3939	1.5218376675498726	1.175077807177722e-08	MIR3939
IGHV1-69-2	2.591899061593754	1.1777922123795837e-08	IGHV1-69-2
SHISAL1	1.410702546668454	1.1796448003814968e-08	SHISAL1
PCSK1N	-1.5519756688169437	1.1897227408947424e-08	PCSK1N
EIF4BP5	1.76793204840646	1.1915249424423189e-08	EIF4BP5
ERICH3	1.2325989044089485	1.1988017002245266e-08	ERICH3
AC092828.1	1.0250805056469532	1.2008108737931456e-08	AC092828.1
NSA2P3	1.1751658398356313	1.2091364482823589e-08	NSA2P3
NPIPB6	1.2961602343753	1.2115053005260716e-08	NPIPB6
RNU6-97P	2.2321411225406886	1.2166542263141572e-08	RNU6-97P
IGKV1-12	1.67485637360156	1.2241207657275021e-08	IGKV1-12
HCFC1-AS1	1.2709349152909	1.2269488782497484e-08	HCFC1-AS1
U82695.1	1.6000263050243264	1.2282263728848111e-08	U82695.1
RPL21P1	1.5656358546697495	1.2290821306678822e-08	RPL21P1
AL451007.2	-1.4831642171572004	1.2291563297284677e-08	AL451007.2
AC111188.1	2.780256896546052	1.2306548116324775e-08	AC111188.1
BICDL2	1.1094019394849612	1.2453199964348726e-08	BICDL2
AC008543.3	1.3015819106944604	1.249720209101246e-08	AC008543.3
SNCG	1.0033092950002582	1.2540426342891876e-08	SNCG
CDCA4P1	1.1430602436641526	1.2629758078054282e-08	CDCA4P1
AL357673.1	1.0808136277804206	1.272797759170993e-08	AL357673.1
AC021192.1	3.2169174853470164	1.2757829506472024e-08	AC021192.1
BNIP3P40	1.8943717119877863	1.2814640727822406e-08	BNIP3P40
DIP2A-IT1	1.662749031116555	1.288178320924564e-08	DIP2A-IT1
FKBP6	1.6471414148195485	1.2905729062361071e-08	FKBP6
AL023806.4	1.2448330373499927	1.2935716637460962e-08	AL023806.4
KRTAP16-1	2.1559716077120377	1.2980444425237657e-08	KRTAP16-1
TRBV6-4	1.5981115889078528	1.3004334632803024e-08	TRBV6-4
AL583825.1	3.295574413985824	1.3039368517583329e-08	AL583825.1
EXTL3-AS1	1.0520444722050295	1.3107720077092506e-08	EXTL3-AS1
AC112484.3	1.1262333145297383	1.3157388504133157e-08	AC112484.3
KCNH8	1.457533648401661	1.3268773390404728e-08	KCNH8
CDH10	-1.7696445312280256	1.3422177056642137e-08	CDH10
WNT11	-1.3683032357518237	1.3469837151896045e-08	WNT11
CYP2F1	2.0963954380091785	1.357754041619767e-08	CYP2F1
LINC01050	2.928695757384133	1.3612310483228256e-08	LINC01050
CCND2-AS1	1.1075371434555363	1.367159278279736e-08	CCND2-AS1
AC090826.3	1.8701667938994029	1.370095265068386e-08	AC090826.3
AL355075.5	1.6993832487006069	1.3702955778325948e-08	AL355075.5
AC012184.4	1.7980881331694631	1.3775625616884532e-08	AC012184.4
AC003957.1	1.1458092814655263	1.3802623446794501e-08	AC003957.1
AL589745.2	1.7677472387502111	1.3811343967594396e-08	AL589745.2
EGR3	-1.137749375353043	1.3816391998890113e-08	EGR3
AC023389.2	1.819291765405052	1.3844101977235142e-08	AC023389.2
AC004233.3	1.2028337525182924	1.3853903846938356e-08	AC004233.3
FCRL4	2.723584393264181	1.3855253392946522e-08	FCRL4
C1orf146	1.4044863318908667	1.3882023577816302e-08	C1orf146
IGHV3-43	1.7081072098031465	1.3882023577816302e-08	IGHV3-43
AC073225.1	2.798249527506258	1.393588592512654e-08	AC073225.1
RPS3P2	1.456797381064043	1.4006332843550474e-08	RPS3P2
AL512329.1	1.8973924278786247	1.4071070835395871e-08	AL512329.1
ANKRD49P2	3.054926814876385	1.4077197928438322e-08	ANKRD49P2
AC009630.4	1.3471806167280589	1.4152989114194725e-08	AC009630.4
AC026167.1	-2.7865127269410284	1.4165144319072169e-08	AC026167.1
AC211476.6	1.126105947664914	1.4564099951891172e-08	AC211476.6
AL359844.1	-1.190892528562902	1.45771896513124e-08	AL359844.1
AC078852.2	2.035000326534926	1.4594104303163968e-08	AC078852.2
LEMD1-AS1	1.4251505978789143	1.4594547910351304e-08	LEMD1-AS1
RLIMP1	1.5433468767327811	1.4601396301616829e-08	RLIMP1
AC017000.1	-1.3441231518995287	1.4603255801286189e-08	AC017000.1
LINC01622	1.30303059071562	1.464151715662278e-08	LINC01622
NSA2P5	1.0459292456430591	1.4660669298524014e-08	NSA2P5
FCAR	1.1007469288156644	1.4674834194248262e-08	FCAR
GOLGA6L17P	1.776192694669758	1.4718276564720138e-08	GOLGA6L17P
AC027688.2	2.275042966954171	1.4762900422352064e-08	AC027688.2
DNM1P51	1.1233588416986588	1.4817224670060716e-08	DNM1P51
RPS12P31	1.6730773138568071	1.4867529265581908e-08	RPS12P31
RPL7AP22	1.3544790396480453	1.4934791317981757e-08	RPL7AP22
AC112236.3	1.9543541379732257	1.4968481537516143e-08	AC112236.3
AC012409.2	-1.281019542990249	1.5056525317245974e-08	AC012409.2
AL928654.3	2.2807833214511857	1.5069550068305972e-08	AL928654.3
AC114402.1	1.8043048721505344	1.5154685281610954e-08	AC114402.1
SLC18A1	1.1488394327235163	1.517037650380722e-08	SLC18A1
AC010997.6	2.440525052758022	1.5204807344521163e-08	AC010997.6
AC093677.3	2.881108321455856	1.5230702797801037e-08	AC093677.3
AL023802.1	2.184431418937504	1.5251836278809633e-08	AL023802.1
IGHD	1.6515111092011765	1.5383602743486494e-08	IGHD
AL049747.1	2.7690780590166786	1.5498349990662918e-08	AL049747.1
AL157938.2	1.250630580171164	1.5512885691451852e-08	AL157938.2
AL136115.1	1.4716963449773592	1.5517387025940262e-08	AL136115.1
AL133243.1	1.451627965277456	1.5575434153230952e-08	AL133243.1
AL391097.2	2.690032219333633	1.5616947518381596e-08	AL391097.2
LINC02157	1.0389908387281137	1.5745736102657752e-08	LINC02157
PADI4	1.1138807751488626	1.5822691102789856e-08	PADI4
AC084866.2	1.0831366116852477	1.5841015044383333e-08	AC084866.2
CPB2	1.5146221386895964	1.5846993822976435e-08	CPB2
CHRM3-AS2	-1.127811181143344	1.5853591720833627e-08	CHRM3-AS2
FOXD3	-2.1770518427831806	1.5872542366814112e-08	FOXD3
AL109910.2	1.280870943876679	1.5880390606113622e-08	AL109910.2
CYP4F29P	1.2949651534009257	1.6261789245372312e-08	CYP4F29P
AL031848.1	1.5563887918653847	1.6321380906872063e-08	AL031848.1
OPRM1	1.9598495317764653	1.6395234202526277e-08	OPRM1
AL357140.3	1.795772055635352	1.6571987132294933e-08	AL357140.3
MIR3186	1.416530967970629	1.6572480705186443e-08	MIR3186
AC068594.1	2.4512269245966487	1.6593632887524594e-08	AC068594.1
LIX1	-1.7551273594083876	1.6611043162855828e-08	LIX1
LINC01300	1.7676318145721446	1.6679451095116504e-08	LINC01300
KRT4	2.3974431976061714	1.6681214252306357e-08	KRT4
AC093772.2	-1.8779382968684772	1.6735695802452644e-08	AC093772.2
AC009831.3	1.4704089952319086	1.6846347510209712e-08	AC009831.3
AC131944.1	-1.0204320385620167	1.6865263236663027e-08	AC131944.1
AC011755.1	2.17833615004292	1.6880788809959595e-08	AC011755.1
LINC02570	2.419735150550084	1.6916954050189895e-08	LINC02570
ESYT3	-1.0431089389289745	1.6943936829985882e-08	ESYT3
FAXC	-1.6390241765634057	1.7035103170321616e-08	FAXC
LINC00640	1.0698036036202532	1.7177457333502e-08	LINC00640
RN7SL200P	2.8026964398468803	1.7232961450290295e-08	RN7SL200P
AC026464.5	2.0837408871101397	1.73028823611195e-08	AC026464.5
RAB5CP1	2.223931508755663	1.7361153844760644e-08	RAB5CP1
GNA14-AS1	1.8406048304472105	1.7376721485376915e-08	GNA14-AS1
AC008121.1	1.8050222734463253	1.7413585219950795e-08	AC008121.1
SERPIND1	1.5430295706739148	1.74651598788875e-08	SERPIND1
LINC01967	2.3133766749449	1.757201748690283e-08	LINC01967
AC022872.1	1.5685659273880674	1.7585536710579854e-08	AC022872.1
SULT1C2P1	1.0636564501489396	1.7608191656629638e-08	SULT1C2P1
AL021368.1	1.5126912573838245	1.7672667828209925e-08	AL021368.1
CR381653.2	1.5099681119657835	1.7672667828209925e-08	CR381653.2
AC107398.3	-1.256687438329039	1.7701866902535706e-08	AC107398.3
PABPC1P1	1.1391720048287255	1.7728859019323837e-08	PABPC1P1
AC098591.3	1.3021121502696928	1.774699178599939e-08	AC098591.3
CYP2B7P	1.098044042649204	1.7763976476794252e-08	CYP2B7P
AL391903.1	2.21265695692282	1.795976165383027e-08	AL391903.1
ZSCAN10	2.1474703538239304	1.8096488255493826e-08	ZSCAN10
AP001011.1	2.7337985907444606	1.811973912730588e-08	AP001011.1
AL357093.2	1.482071674492279	1.819839960411573e-08	AL357093.2
AC099343.2	1.035775260248435	1.822301633873523e-08	AC099343.2
AC016813.1	1.4635070027633512	1.8304309411222772e-08	AC016813.1
AC104664.1	2.4544024128437334	1.8315420080338978e-08	AC104664.1
SYT3	-1.2591919987715916	1.8414227541949813e-08	SYT3
CCDC144A	1.6505512630440158	1.8446580639992848e-08	CCDC144A
AC244093.2	2.5454245043680643	1.8535974259808424e-08	AC244093.2
AL161742.1	1.6557486799045775	1.8550579894052752e-08	AL161742.1
CLIC1P1	1.086686591206192	1.858437764451771e-08	CLIC1P1
SERPINF1	1.0696604690580152	1.8601807908703158e-08	SERPINF1
CACNA2D1-AS1	2.4571905517865624	1.8730663271208537e-08	CACNA2D1-AS1
AC007608.1	-1.5531171476880383	1.876967754903888e-08	AC007608.1
RPS3AP14	1.2617962017554476	1.8772735378050366e-08	RPS3AP14
AC087894.3	1.7546565317652425	1.8782535898692697e-08	AC087894.3
AC037487.2	1.949610817232148	1.893069885047267e-08	AC037487.2
RHOXF2	2.675827031698145	1.912027681690053e-08	RHOXF2
TSIX	1.4801527589275312	1.9171510839360497e-08	TSIX
SPATA12	1.1000167122158115	1.9186803582351826e-08	SPATA12
NPM1P30	2.594672177882417	1.9220059991242264e-08	NPM1P30
AC007879.2	1.2420131371990666	1.9249702832018287e-08	AC007879.2
ANKUB1	1.5186899151640705	1.926308042497647e-08	ANKUB1
AF127577.6	1.1406672789046295	1.9281822370701507e-08	AF127577.6
AC113208.5	1.3921482735318629	1.940488681233958e-08	AC113208.5
FLJ42393	1.7636467978379624	1.9425039412799822e-08	FLJ42393
AC129803.1	-1.0611756464201334	1.9509953668225608e-08	AC129803.1
AP005431.1	1.11263683822636	1.95255777263212e-08	AP005431.1
SLC30A3	1.1927633403819025	1.9632117595093123e-08	SLC30A3
